Seed_ID,Raw_Row_ID,Claim_ID,Column_Name,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
SEED-00597,14097,CLM014097,Claim_Amount,Negative Claim Amount,Critical,-116897.98,116897.98,Replaced with the validated positive source amount
SEED-00598,18042,CLM018042,Claim_Amount,Negative Claim Amount,Critical,-111471.33,111471.33,Replaced with the validated positive source amount
SEED-00599,4297,CLM004297,Claim_Amount,Negative Claim Amount,Critical,-285018.87,285018.87,Replaced with the validated positive source amount
SEED-00600,72623,CLM072623,Claim_Amount,Negative Claim Amount,Critical,-48399.66,48399.66,Replaced with the validated positive source amount
SEED-00601,3651,CLM003651,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00602,66374,CLM066374,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00603,59117,CLM059117,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00604,19987,CLM019987,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00605,40435,CLM040435,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00606,35834,CLM035834,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00607,50546,CLM050546,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00608,23361,CLM023361,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00609,43561,CLM043561,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00610,44902,CLM044902,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00611,30433,CLM030433,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00612,10283,CLM010283,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00613,11992,CLM011992,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00614,39693,CLM039693,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00615,30369,CLM030369,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00616,39724,CLM039724,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00617,59015,CLM059015,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00618,69501,CLM069501,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00619,64599,CLM064599,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00620,58199,CLM058199,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00621,27480,CLM027480,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00622,42429,CLM042429,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00623,5386,CLM005386,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00624,14978,CLM014978,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00625,32272,CLM032272,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00626,34479,CLM034479,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00627,68496,CLM068496,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00628,28199,CLM028199,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00629,10100,CLM010100,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00630,19192,CLM019192,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00631,68627,CLM068627,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00632,29298,CLM029298,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00633,36183,CLM036183,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00634,66547,CLM066547,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00635,12919,CLM012919,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00636,9049,CLM009049,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00637,29929,CLM029929,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00638,66305,CLM066305,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00639,69883,CLM069883,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00640,46025,CLM046025,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00641,47476,CLM047476,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00642,64204,CLM064204,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00643,37931,CLM037931,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00644,33804,CLM033804,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00645,15414,CLM015414,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00646,7991,CLM007991,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00647,10742,CLM010742,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00648,53545,CLM053545,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00649,68885,CLM068885,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00650,56095,CLM056095,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00651,37802,CLM037802,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00652,39101,CLM039101,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00653,53383,CLM053383,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00654,6461,CLM006461,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00655,56359,CLM056359,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00656,22472,CLM022472,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00657,9717,CLM009717,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00658,61401,CLM061401,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00659,2112,CLM002112,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00660,11864,CLM011864,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00661,45007,CLM045007,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00662,69341,CLM069341,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00663,29218,CLM029218,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00664,12431,CLM012431,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00665,17679,CLM017679,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00666,66694,CLM066694,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00667,2347,CLM002347,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00668,31408,CLM031408,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00669,67843,CLM067843,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00670,69274,CLM069274,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00671,22625,CLM022625,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00672,20594,CLM020594,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00673,29100,CLM029100,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00674,20991,CLM020991,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00675,67834,CLM067834,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00676,14279,CLM014279,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00677,45870,CLM045870,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00678,68966,CLM068966,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00679,6894,CLM006894,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00680,51953,CLM051953,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00681,44979,CLM044979,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00682,54603,CLM054603,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00683,48605,CLM048605,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00684,68202,CLM068202,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00685,41248,CLM041248,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00686,13067,CLM013067,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00687,8851,CLM008851,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00688,23299,CLM023299,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00689,27277,CLM027277,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00690,31634,CLM031634,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00691,48210,CLM048210,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00692,57366,CLM057366,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00693,17389,CLM017389,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00694,51129,CLM051129,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00695,49760,CLM049760,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00696,48540,CLM048540,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00697,1496,CLM001496,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00698,9481,CLM009481,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00699,68271,CLM068271,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00700,1137,CLM001137,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00701,46210,CLM046210,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00702,35500,CLM035500,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00703,24771,CLM024771,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00704,51340,CLM051340,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00705,1311,CLM001311,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00706,45730,CLM045730,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00707,69310,CLM069310,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00708,67017,CLM067017,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00709,64471,CLM064471,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00710,56568,CLM056568,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00711,68972,CLM068972,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00712,12595,CLM012595,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00713,70360,CLM070360,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00714,22315,CLM022315,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00715,43314,CLM043314,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00716,61283,CLM061283,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00717,57865,CLM057865,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00718,591,CLM000591,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00719,55402,CLM055402,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00720,14310,CLM014310,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00721,47121,CLM047121,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00722,3431,CLM003431,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00723,42364,CLM042364,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00724,58369,CLM058369,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00725,42029,CLM042029,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00726,17024,CLM017024,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00727,23173,CLM023173,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00728,2305,CLM002305,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00729,59655,CLM059655,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00730,33613,CLM033613,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00731,7003,CLM007003,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00732,29823,CLM029823,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00733,57934,CLM057934,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00734,43865,CLM043865,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00735,10876,CLM010876,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00736,11596,CLM011596,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00737,30842,CLM030842,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00738,23462,CLM023462,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00739,3270,CLM003270,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00740,51680,CLM051680,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00741,10818,CLM010818,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00742,57978,CLM057978,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00743,54333,CLM054333,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00744,27868,CLM027868,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00745,25440,CLM025440,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00746,47521,CLM047521,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00747,26455,CLM026455,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00748,28774,CLM028774,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00749,62163,CLM062163,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00750,35801,CLM035801,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00751,47379,CLM047379,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00752,66827,CLM066827,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00753,16535,CLM016535,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00754,1564,CLM001564,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00755,4854,CLM004854,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00756,25795,CLM025795,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00757,1400,CLM001400,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00758,18665,CLM018665,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00759,9703,CLM009703,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00760,54280,CLM054280,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00761,684,CLM000684,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00762,36028,CLM036028,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00763,48639,CLM048639,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00764,72017,CLM072017,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00765,55215,CLM055215,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00766,8691,CLM008691,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00767,30927,CLM030927,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00768,20931,CLM020931,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00769,25646,CLM025646,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00770,1462,CLM001462,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00771,23641,CLM023641,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00772,56792,CLM056792,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00773,659,CLM000659,Channel,Blank Channel,Medium,<blank>,Digital,Restored from the valid Channel_Key mapping
SEED-00774,41937,CLM041937,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00775,34068,CLM034068,Channel,Blank Channel,Medium,<blank>,Direct,Restored from the valid Channel_Key mapping
SEED-00776,65231,CLM065231,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00777,70587,CLM070587,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00778,39620,CLM039620,Channel,Blank Channel,Medium,<blank>,Call Centre,Restored from the valid Channel_Key mapping
SEED-00779,65962,CLM065962,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00780,50299,CLM050299,Channel,Blank Channel,Medium,<blank>,Broker,Restored from the valid Channel_Key mapping
SEED-00781,41760,CLM041760,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00782,8256,CLM008256,Region,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
SEED-00783,29655,CLM029655,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00784,35359,CLM035359,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00785,32200,CLM032200,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00786,67154,CLM067154,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00787,15526,CLM015526,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00788,27707,CLM027707,Region,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
SEED-00789,22267,CLM022267,Region,Inconsistent Region Naming,Medium,Northern cape,Northern Cape,Standardized to the governed province name
SEED-00790,37002,CLM037002,Region,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
SEED-00791,17714,CLM017714,Region,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
SEED-00792,47382,CLM047382,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00793,41588,CLM041588,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00794,46527,CLM046527,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00795,33367,CLM033367,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00796,12139,CLM012139,Region,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
SEED-00797,55704,CLM055704,Region,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
SEED-00798,35890,CLM035890,Region,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
SEED-00799,38127,CLM038127,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00800,6109,CLM006109,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00801,55953,CLM055953,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00802,36730,CLM036730,Region,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
SEED-00803,22836,CLM022836,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00804,1006,CLM001006,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00805,29452,CLM029452,Region,Inconsistent Region Naming,Medium,Eastern cape,Eastern Cape,Standardized to the governed province name
SEED-00806,26153,CLM026153,Region,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
SEED-00807,71449,CLM071449,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00808,1751,CLM001751,Region,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
SEED-00809,42245,CLM042245,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00810,4485,CLM004485,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00811,32694,CLM032694,Region,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
SEED-00812,44983,CLM044983,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00813,31085,CLM031085,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00814,65682,CLM065682,Region,Inconsistent Region Naming,Medium,Free state,Free State,Standardized to the governed province name
SEED-00815,67929,CLM067929,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00816,52035,CLM052035,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00817,49759,CLM049759,Region,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
SEED-00818,59297,CLM059297,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00819,45059,CLM045059,Region,Inconsistent Region Naming,Medium,North-West,North West,Standardized to the governed province name
SEED-00820,4751,CLM004751,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00821,41972,CLM041972,Region,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
SEED-00822,26856,CLM026856,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00823,34127,CLM034127,Region,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
SEED-00824,27834,CLM027834,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00825,17946,CLM017946,Region,Inconsistent Region Naming,Medium,Western cape,Western Cape,Standardized to the governed province name
SEED-00826,32294,CLM032294,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00827,25568,CLM025568,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00828,33149,CLM033149,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00829,47742,CLM047742,Region,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
SEED-00830,29420,CLM029420,Region,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
SEED-00831,64917,CLM064917,Region,Inconsistent Region Naming,Medium,Mpumalanga ,Mpumalanga,Standardized to the governed province name
SEED-00832,13174,CLM013174,Region,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
SEED-00833,62828,CLM062828,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00834,68292,CLM068292,Region,Inconsistent Region Naming,Medium,gauteng,Gauteng,Standardized to the governed province name
SEED-00835,70115,CLM070115,Region,Inconsistent Region Naming,Medium,KZN,KwaZulu-Natal,Standardized to the governed province name
SEED-00836,67846,CLM067846,Region,Inconsistent Region Naming,Medium,LIMPOPO,Limpopo,Standardized to the governed province name
